timestamp,frame_index,source_mode,tracker_source,event,tracking_active,tracker_ok,bbox_x,bbox_y,bbox_w,bbox_h,gt_x,gt_y,gt_w,gt_h,error_x,error_y,area_ratio,iou,center_error,planned_lr,planned_fb,planned_ud,planned_yaw,sent_lr,sent_fb,sent_ud,sent_yaw,flying,battery_level,processing_ms
2026-04-02T15:37:08.101,1,sequence,KCF,auto_initialized,True,True,352,241,28,76,352,241,28,76,46.0,39.0,1.0,1.0,0.0,0,0,-7,10,0,0,0,0,False,-1,12.512
2026-04-02T15:37:08.395,2,sequence,KCF,,True,True,352,241,28,76,352,241,28,76,46.0,39.0,1.0,1.0,0.0,0,0,-7,10,0,0,0,0,False,-1,36.608
2026-04-02T15:37:08.440,3,sequence,KCF,,True,True,352,241,28,76,352,241,28,76,46.0,39.0,1.0,1.0,0.0,0,0,-7,10,0,0,0,0,False,-1,38.49
2026-04-02T15:37:08.481,4,sequence,KCF,,True,True,352,241,28,76,352,241,28,76,46.0,39.0,1.0,1.0,0.0,0,0,-7,10,0,0,0,0,False,-1,35.651
2026-04-02T15:37:08.518,5,sequence,KCF,,True,True,352,241,28,76,352,241,28,76,46.0,39.0,1.0,1.0,0.0,0,0,-7,10,0,0,0,0,False,-1,31.943
2026-04-02T15:37:08.561,6,sequence,KCF,,True,True,355,243,28,76,354,242,28,77,49.0,41.0,1.0,0.919355,1.118034,0,0,-8,10,0,0,0,0,False,-1,38.697
2026-04-02T15:37:08.594,7,sequence,KCF,,True,True,355,243,28,76,354,243,28,77,49.0,41.0,1.0,0.919355,1.118034,0,0,-8,10,0,0,0,0,False,-1,28.169
2026-04-02T15:37:08.632,8,sequence,KCF,,True,True,358,245,28,76,357,245,28,77,52.0,43.0,1.0,0.919355,1.118034,0,0,-8,11,0,0,0,0,False,-1,34.058
2026-04-02T15:37:08.674,9,sequence,KCF,,True,True,360,247,28,76,359,247,29,77,54.0,45.0,1.0,0.952978,0.707107,0,0,-9,11,0,0,0,0,False,-1,34.69
2026-04-02T15:37:08.720,10,sequence,KCF,,True,True,363,249,28,76,362,249,29,78,57.0,47.0,1.0,0.94076,1.118034,0,0,-9,12,0,0,0,0,False,-1,39.044
2026-04-02T15:37:08.759,11,sequence,KCF,,True,True,365,251,28,76,363,250,30,79,59.0,49.0,1.0,0.89789,1.118034,0,0,-9,12,0,0,0,0,False,-1,32.998
2026-04-02T15:37:08.796,12,sequence,KCF,,True,True,367,253,28,76,365,251,30,79,61.0,51.0,1.0,0.89789,1.118034,0,0,-10,13,0,0,0,0,False,-1,30.578
2026-04-02T15:37:08.830,13,sequence,KCF,,True,True,369,254,28,76,366,252,32,80,63.0,52.0,1.0,0.83125,1.0,0,0,-10,13,0,0,0,0,False,-1,28.331
2026-04-02T15:37:08.866,14,sequence,KCF,,True,True,372,255,28,76,368,253,32,80,66.0,53.0,1.0,0.83125,2.0,0,0,-10,14,0,0,0,0,False,-1,28.427
2026-04-02T15:37:08.903,15,sequence,KCF,,True,True,374,256,28,76,371,254,33,80,68.0,54.0,1.0,0.806061,0.5,0,0,-10,14,0,0,0,0,False,-1,29.19
2026-04-02T15:37:08.932,16,sequence,KCF,target_lost,False,False,,,,,373,255,34,80,,,,,,0,0,0,0,0,0,0,0,False,-1,23.002
2026-04-02T15:37:08.963,17,sequence,KCF,,False,,,,,,374,255,35,81,,,,,,0,0,0,0,0,0,0,0,False,-1,24.724
2026-04-02T15:37:08.993,18,sequence,KCF,,False,,,,,,376,256,37,83,,,,,,0,0,0,0,0,0,0,0,False,-1,23.902
2026-04-02T15:37:09.031,19,sequence,KCF,,False,,,,,,378,257,38,85,,,,,,0,0,0,0,0,0,0,0,False,-1,31.828
