timestamp,frame_index,source_mode,tracker_source,event,tracking_active,tracker_ok,bbox_x,bbox_y,bbox_w,bbox_h,gt_x,gt_y,gt_w,gt_h,error_x,error_y,area_ratio,iou,center_error,planned_lr,planned_fb,planned_ud,planned_yaw,sent_lr,sent_fb,sent_ud,sent_yaw,flying,battery_level,processing_ms
2026-03-30T18:17:23.453,1,sequence,TLD,auto_initialized,True,True,352,241,28,76,352,241,28,76,46.0,39.0,1.0,1.0,0.0,0,0,-7,10,0,0,0,0,False,-1,4.315
2026-03-30T18:17:23.480,2,sequence,TLD,,True,True,351,223,28,77,352,241,28,76,45.0,21.5,1.013158,0.591973,17.528548,0,0,0,9,0,0,0,0,False,-1,23.802
2026-03-30T18:17:23.506,3,sequence,TLD,,True,True,352,234,24,64,352,241,28,76,44.0,26.0,0.721805,0.595819,13.152946,0,25,0,9,0,0,0,0,False,-1,23.309
2026-03-30T18:17:23.532,4,sequence,TLD,,True,True,350,240,24,64,352,241,28,76,42.0,32.0,0.721805,0.608428,8.062258,0,25,-6,9,0,0,0,0,False,-1,24.765
2026-03-30T18:17:23.556,5,sequence,TLD,,True,True,350,239,24,64,352,241,28,76,42.0,31.0,0.721805,0.593043,8.944272,0,25,-6,9,0,0,0,0,False,-1,22.152
2026-03-30T18:17:23.579,6,sequence,TLD,,True,True,354,252,28,77,354,242,28,77,48.0,50.5,1.013158,0.770115,10.0,0,0,-10,10,0,0,0,0,False,-1,22.268
2026-03-30T18:17:23.606,7,sequence,TLD,,True,True,354,252,28,77,354,243,28,77,48.0,50.5,1.013158,0.790698,9.0,0,0,-10,10,0,0,0,0,False,-1,24.996
2026-03-30T18:17:23.635,8,sequence,TLD,,True,True,356,253,28,78,357,245,28,77,50.0,52.0,1.026316,0.752119,8.558621,0,0,-10,11,0,0,0,0,False,-1,27.549
2026-03-30T18:17:23.661,9,sequence,TLD,,True,True,359,256,28,78,359,247,29,77,53.0,55.0,1.026316,0.75766,9.513149,0,0,-11,11,0,0,0,0,False,-1,24.727
2026-03-30T18:17:23.689,10,sequence,TLD,,True,True,362,259,28,77,362,249,29,78,56.0,57.5,1.013158,0.757359,9.513149,0,0,-11,12,0,0,0,0,False,-1,25.94
2026-03-30T18:17:23.716,11,sequence,TLD,,True,True,365,261,28,77,363,250,30,79,59.0,59.5,1.013158,0.726163,10.049876,0,0,-11,12,0,0,0,0,False,-1,24.872
2026-03-30T18:17:23.741,12,sequence,TLD,,True,True,367,262,28,77,365,251,30,79,61.0,60.5,1.013158,0.726163,10.049876,0,0,-12,13,0,0,0,0,False,-1,23.072
2026-03-30T18:17:23.767,13,sequence,TLD,,True,True,369,263,29,78,366,252,32,80,63.5,62.0,1.06297,0.709323,10.111874,0,0,-12,13,0,0,0,0,False,-1,24.222
2026-03-30T18:17:23.793,14,sequence,TLD,,True,True,371,264,29,78,368,253,32,80,65.5,63.0,1.06297,0.709323,10.111874,0,0,-12,14,0,0,0,0,False,-1,23.378
2026-03-30T18:17:23.819,15,sequence,TLD,,True,True,373,265,29,79,371,254,33,80,67.5,64.5,1.076598,0.682935,10.5,0,0,-12,14,0,0,0,0,False,-1,23.912
2026-03-30T18:17:23.846,16,sequence,TLD,,True,True,376,264,24,64,373,255,34,80,68.0,56.0,0.721805,0.564706,2.236068,0,25,-11,14,0,0,0,0,False,-1,25.093
2026-03-30T18:17:23.873,17,sequence,TLD,,True,True,374,259,28,77,374,255,35,81,68.0,57.5,1.013158,0.760494,4.031129,0,0,-11,14,0,0,0,0,False,-1,26.072
2026-03-30T18:17:23.897,18,sequence,TLD,,True,True,376,260,28,78,376,256,37,83,70.0,59.0,1.026316,0.711169,4.743416,0,0,-11,15,0,0,0,0,False,-1,22.343
2026-03-30T18:17:23.921,19,sequence,TLD,,True,True,380,266,28,77,378,257,38,85,74.0,64.5,1.013158,0.653161,5.830952,0,0,-12,16,0,0,0,0,False,-1,21.674
2026-03-30T18:17:23.949,20,sequence,TLD,,True,True,380,273,28,77,379,257,38,85,74.0,71.5,1.013158,0.559351,12.649111,0,0,-14,16,0,0,0,0,False,-1,25.575
2026-03-30T18:17:23.975,21,sequence,TLD,,True,True,380,273,28,77,380,258,38,85,74.0,71.5,1.013158,0.572096,12.083046,0,0,-14,16,0,0,0,0,False,-1,24.072
2026-03-30T18:17:24.000,22,sequence,TLD,,True,True,380,273,28,77,381,259,38,85,74.0,71.5,1.013158,0.552609,11.661904,0,0,-14,16,0,0,0,0,False,-1,23.124
2026-03-30T18:17:24.027,23,sequence,TLD,,True,True,383,273,28,77,382,259,38,86,77.0,71.5,1.013158,0.591549,10.307764,0,0,-14,16,0,0,0,0,False,-1,25.082
2026-03-30T18:17:24.051,24,sequence,TLD,,True,True,385,273,28,77,384,259,37,87,79.0,71.5,1.013158,0.61363,9.656604,0,0,-14,17,0,0,0,0,False,-1,22.671
2026-03-30T18:17:24.076,25,sequence,TLD,,True,True,387,273,29,78,386,259,36,89,81.5,72.0,1.06297,0.660893,8.860023,0,0,-14,17,0,0,0,0,False,-1,22.652
2026-03-30T18:17:24.102,26,sequence,TLD,,True,True,387,276,34,93,388,259,36,89,84.0,82.5,1.485902,0.595489,19.104973,0,-30,-16,18,0,0,0,0,False,-1,23.629
2026-03-30T18:17:24.128,27,sequence,TLD,,True,True,390,267,34,93,389,258,38,91,87.0,73.5,1.485902,0.727557,10.049876,0,-30,-14,19,0,0,0,0,False,-1,24.441
2026-03-30T18:17:24.154,28,sequence,TLD,,True,True,397,276,34,93,390,258,38,91,94.0,82.5,1.485902,0.519394,19.646883,0,-30,-16,20,0,0,0,0,False,-1,24.365
2026-03-30T18:17:24.181,29,sequence,TLD,,True,True,390,276,34,93,392,259,38,92,87.0,82.5,1.485902,0.563645,17.951323,0,-30,-16,19,0,0,0,0,False,-1,24.627
2026-03-30T18:17:24.207,30,sequence,TLD,,True,True,392,276,34,93,394,259,38,93,89.0,82.5,1.485902,0.570356,17.464249,0,-30,-16,19,0,0,0,0,False,-1,25.049
2026-03-30T18:17:24.229,31,sequence,TLD,,True,True,393,276,34,93,396,260,37,93,90.0,82.5,1.485902,0.566176,16.62077,0,-30,-16,19,0,0,0,0,False,-1,20.301
2026-03-30T18:17:24.255,32,sequence,TLD,,True,True,393,276,34,93,396,259,38,94,90.0,82.5,1.485902,0.549114,17.24094,0,-30,-16,19,0,0,0,0,False,-1,23.475
2026-03-30T18:17:24.279,33,sequence,TLD,,True,True,394,266,28,77,396,259,38,95,88.0,64.5,1.013158,0.531881,7.28011,0,0,-12,19,0,0,0,0,False,-1,22.91
2026-03-30T18:17:24.305,34,sequence,TLD,,True,True,393,276,34,93,396,259,39,95,90.0,82.5,1.485902,0.543493,16.918924,0,-30,-16,19,0,0,0,0,False,-1,24.05
2026-03-30T18:17:24.328,35,sequence,TLD,,True,True,393,276,34,93,396,258,39,96,90.0,82.5,1.485902,0.53877,17.392527,0,-30,-16,19,0,0,0,0,False,-1,21.836
2026-03-30T18:17:24.352,36,sequence,TLD,,True,True,393,276,34,93,396,257,40,97,90.0,82.5,1.485902,0.522924,18.027756,0,-30,-16,19,0,0,0,0,False,-1,21.554
2026-03-30T18:17:24.375,37,sequence,TLD,,True,True,393,276,34,93,396,256,40,98,90.0,82.5,1.485902,0.518439,18.5,0,-30,-16,19,0,0,0,0,False,-1,21.5
2026-03-30T18:17:24.399,38,sequence,TLD,,True,True,393,276,34,93,396,256,40,98,90.0,82.5,1.485902,0.518439,18.5,0,-30,-16,19,0,0,0,0,False,-1,21.819
2026-03-30T18:17:24.422,39,sequence,TLD,,True,True,394,276,34,92,395,256,41,98,91.0,82.0,1.469925,0.562992,17.585505,0,-30,-16,20,0,0,0,0,False,-1,21.275
2026-03-30T18:17:24.444,40,sequence,TLD,,True,True,393,276,34,93,395,256,42,98,90.0,82.5,1.485902,0.521957,18.5,0,-30,-16,19,0,0,0,0,False,-1,20.865
2026-03-30T18:17:24.468,41,sequence,TLD,,True,True,394,276,34,93,395,255,43,99,91.0,82.5,1.485902,0.531269,18.82153,0,-30,-16,20,0,0,0,0,False,-1,22.625
2026-03-30T18:17:24.492,42,sequence,TLD,,True,True,394,276,34,93,395,255,44,99,91.0,82.5,1.485902,0.520631,18.973666,0,-30,-16,20,0,0,0,0,False,-1,21.72
2026-03-30T18:17:24.519,43,sequence,TLD,,True,True,394,276,34,92,395,255,44,100,91.0,82.0,1.469925,0.52977,18.027756,0,-30,-16,20,0,0,0,0,False,-1,26.124
2026-03-30T18:17:24.545,44,sequence,TLD,,True,True,394,276,34,92,395,253,45,101,91.0,82.0,1.469925,0.504805,19.608672,0,-30,-16,20,0,0,0,0,False,-1,23.565
2026-03-30T18:17:24.572,45,sequence,TLD,,True,True,397,273,28,77,395,253,46,103,91.0,71.5,1.013158,0.455044,9.899495,0,0,-14,20,0,0,0,0,False,-1,24.723
2026-03-30T18:17:24.596,46,sequence,TLD,,True,True,408,288,28,77,395,251,46,105,102.0,86.5,1.013158,0.374656,23.345235,0,0,-17,22,0,0,0,0,False,-1,22.304
2026-03-30T18:17:24.621,47,sequence,TLD,,True,True,480,230,20,54,396,252,46,105,170.0,17.0,0.507519,0.0,85.423943,0,30,0,37,0,0,0,0,False,-1,23.26
2026-03-30T18:17:24.644,48,sequence,TLD,,True,True,474,225,20,54,396,252,46,105,164.0,12.0,0.507519,0.0,83.553875,0,30,0,36,0,0,0,0,False,-1,20.985
2026-03-30T18:17:24.667,49,sequence,TLD,,True,True,468,220,20,54,397,253,45,105,158.0,7.0,0.507519,0.0,82.731493,0,30,0,34,0,0,0,0,False,-1,21.123
2026-03-30T18:17:24.691,50,sequence,TLD,,True,True,390,259,34,93,398,253,46,105,87.0,65.5,1.485902,0.4338,14.0,0,-30,-13,19,0,0,0,0,False,-1,22.575
2026-03-30T18:17:24.720,51,sequence,TLD,,True,True,391,258,34,94,398,252,46,105,88.0,65.0,1.50188,0.462464,13.009612,0,-30,-13,19,0,0,0,0,False,-1,27.644
2026-03-30T18:17:24.746,52,sequence,TLD,,True,True,391,258,34,94,398,252,47,106,88.0,65.0,1.50188,0.45,13.5,0,-30,-13,19,0,0,0,0,False,-1,23.396
2026-03-30T18:17:24.770,53,sequence,TLD,,True,True,397,259,28,77,399,251,48,108,91.0,57.5,1.013158,0.375047,14.150972,0,0,-11,20,0,0,0,0,False,-1,22.978
2026-03-30T18:17:24.794,54,sequence,TLD,,True,True,398,258,29,78,400,251,48,110,92.5,57.0,1.06297,0.387417,14.603082,0,0,-11,20,0,0,0,0,False,-1,22.433
2026-03-30T18:17:24.819,55,sequence,TLD,,True,True,402,269,41,111,400,251,50,112,102.5,84.5,2.138628,0.612037,17.67767,0,-30,-16,22,0,0,0,0,False,-1,23.229
2026-03-30T18:17:24.844,56,sequence,TLD,,True,True,402,269,41,111,400,250,50,113,102.5,84.5,2.138628,0.607216,18.172782,0,-30,-16,22,0,0,0,0,False,-1,22.636
2026-03-30T18:17:24.869,57,sequence,TLD,,True,True,402,269,41,111,401,249,52,114,102.5,84.5,2.138628,0.581736,19.039433,0,-30,-16,22,0,0,0,0,False,-1,23.601
2026-03-30T18:17:24.893,58,sequence,TLD,,True,True,403,268,42,114,401,249,53,115,104.0,85.0,2.25,0.588527,18.82817,0,-30,-17,22,0,0,0,0,False,-1,22.479
2026-03-30T18:17:24.919,59,sequence,TLD,,True,True,406,269,41,111,402,249,54,116,106.5,84.5,2.138628,0.572176,17.67767,0,-30,-16,23,0,0,0,0,False,-1,24.507
2026-03-30T18:17:24.944,60,sequence,TLD,,True,True,406,269,41,111,403,248,54,117,106.5,84.5,2.138628,0.56772,18.337121,0,-30,-16,23,0,0,0,0,False,-1,22.748
2026-03-30T18:17:24.967,61,sequence,TLD,,True,True,410,279,41,111,404,248,56,119,110.5,94.5,2.138628,0.4743,27.041635,0,-30,-18,24,0,0,0,0,False,-1,21.587
2026-03-30T18:17:24.988,62,sequence,TLD,,True,True,410,279,41,111,404,248,56,119,110.5,94.5,2.138628,0.4743,27.041635,0,-30,-18,24,0,0,0,0,False,-1,20.068
