timestamp,frame_index,source_mode,tracker_source,event,tracking_active,tracker_ok,bbox_x,bbox_y,bbox_w,bbox_h,gt_x,gt_y,gt_w,gt_h,error_x,error_y,area_ratio,iou,center_error,planned_lr,planned_fb,planned_ud,planned_yaw,sent_lr,sent_fb,sent_ud,sent_yaw,flying,battery_level,processing_ms
2026-03-30T17:54:27.459,1,sequence,CSRT,auto_initialized,True,True,352,241,28,76,352,241,28,76,46.0,39.0,1.0,1.0,0.0,0,0,-7,10,0,0,0,0,False,-1,7.755
2026-03-30T17:54:27.551,2,sequence,CSRT,,True,True,352,241,28,76,352,241,28,76,46.0,39.0,1.0,1.0,0.0,0,0,-7,10,0,0,0,0,False,-1,28.822
2026-03-30T17:54:27.582,3,sequence,CSRT,,True,True,352,241,28,76,352,241,28,76,46.0,39.0,1.0,1.0,0.0,0,0,-7,10,0,0,0,0,False,-1,28.881
2026-03-30T17:54:27.611,4,sequence,CSRT,,True,True,352,241,28,76,352,241,28,76,46.0,39.0,1.0,1.0,0.0,0,0,-7,10,0,0,0,0,False,-1,28.1
2026-03-30T17:54:27.644,5,sequence,CSRT,,True,True,353,241,28,76,352,241,28,76,47.0,39.0,1.0,0.931034,1.0,0,0,-7,10,0,0,0,0,False,-1,31.576
2026-03-30T17:54:27.676,6,sequence,CSRT,,True,True,356,244,28,76,354,242,28,77,50.0,42.0,1.0,0.835476,2.5,0,0,-8,11,0,0,0,0,False,-1,30.613
2026-03-30T17:54:27.709,7,sequence,CSRT,,True,True,356,244,28,76,354,243,28,77,50.0,42.0,1.0,0.856153,2.061553,0,0,-8,11,0,0,0,0,False,-1,31.456
2026-03-30T17:54:27.743,8,sequence,CSRT,,True,True,359,246,28,76,357,245,28,77,53.0,44.0,1.0,0.856153,2.061553,0,0,-8,11,0,0,0,0,False,-1,32.699
2026-03-30T17:54:27.778,9,sequence,CSRT,,True,True,361,247,29,78,359,247,29,77,55.5,46.0,1.06297,0.860513,2.061553,0,0,-9,12,0,0,0,0,False,-1,32.998
2026-03-30T17:54:27.814,10,sequence,CSRT,,True,True,363,248,29,79,362,249,29,78,57.5,47.5,1.076598,0.921908,1.118034,0,0,-9,12,0,0,0,0,False,-1,33.716
2026-03-30T17:54:27.845,11,sequence,CSRT,,True,True,364,249,30,81,363,250,30,79,59.0,49.5,1.141917,0.913113,1.0,0,-12,-9,12,0,0,0,0,False,-1,29.523
2026-03-30T17:54:27.878,12,sequence,CSRT,,True,True,367,250,30,82,365,251,30,79,62.0,51.0,1.156015,0.84492,2.061553,0,-14,-10,13,0,0,0,0,False,-1,31.297
2026-03-30T17:54:27.909,13,sequence,CSRT,,True,True,369,250,32,86,366,252,32,80,65.0,53.0,1.293233,0.775401,3.162278,0,-26,-10,14,0,0,0,0,False,-1,28.968
2026-03-30T17:54:27.940,14,sequence,CSRT,,True,True,371,253,32,86,368,253,32,80,67.0,56.0,1.293233,0.775401,4.242641,0,-26,-11,14,0,0,0,0,False,-1,28.743
